Name,HP,SP,DEF,RES,SPD,EVA,Stat Total,Link,URL,Image,Full Name,Passive 1,Passive 2,Passive 3,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Passives,Skills,ID,Date
Byakuren,15,13,1,0,5,2,36,🔗,https://tbs-crossover-arena.fandom.com/wiki/Byakuren,,Byakuren Hijiri,"Sorcerer's Sutra Scroll
At the end of Byakuren's turn,
gain [+1 ATK,MAG,DEF,RES,SPD,EVA]
This effect is cumulative up to a +3 Stat Boost.",,,"Skanda's Legs
[ATK] Cost 2 SP
One Enemy : [Wind 2] 
This Skill has +2 ACC.","Master of the Trichiliocosm
[ATK] Cost 7 SP
One Enemy : [Impact 5] [Shock 4] ","Magic Milky Way
[MAG] Cost 6 SP
All Enemies : [Mystic 3] [-1 ATK,MAG,SPD]
This Skill has +1 ACC. ","Star Sword Apologetics
[MAG] Cost 5 SP 
One Enemy : [Spirit 3] [Silence 2] {50% -2 ATK,DEF}
This Skill has +2 ACC. ","Sutra - Duplicating Chant
[SUP] Cost 1 SP
One Ally : Copy Byakuren's Stat Changes onto Target.",1,5,179,12/14/2021
Eiki,8,10,1,2,4,1,26,🔗,https://tbs-crossover-arena.fandom.com/wiki/Eiki,,"Eiki Shiki, Yamaxanadu","Supreme Judge of Paradise
When Eiki rallies,
All Allies recover 1 SP.  ","Cleansed Crystal Mirror   
While Eiki is in front, 
Enemy Support Skills cost an additional 2 SP.  ","Rod of Remorse     
If Eiki hits a target with a Support Skill,
recover 2 SP at the end of her turn.  ","Last Judgement
[ATK] Cost 6 SP
One Enemy : [Spirit 5]
This Skill has Break and +2 ACC.","Trial of the Ten Kings
[MAG] Cost 7 SP
All Enemies : [Dark 5] [-1 ATK,MAG,DEF,RES,SPD,EVA]
This Skill has -1 ACC.  ","Wandering Sin  
[MAG] Cost 6 SP
All Enemies : [Dark 3] {50% Poison 2, Terror 2, Heavy 2, Silence 2} {10% Death 1, Shock 1}
This Skill has -1 ACC.",,,3,3,180,12/17/2021
Olaf,8,8,2,0,5,0,23,🔗,https://tbs-crossover-arena.fandom.com/wiki/Olaf,,Olaf,"Commanding Officer
At the start of this unit's turn you may
swap with an ally in Back then use a Skill.","Day-to-Day Effect
While Olaf is in front, 
Enemy Cold Skills deal -2 damage.
Enemy Water Skills deal +2 damage.",,"Blizzard
[SUP] Cost 4 SP
All Enemies : [-3 SPD]
All Allies : [+1 MAG,ATK] ","Winter Fury
[SUP] Cost 8 SP
All Enemies : [-3 SPD] Lose 4 HP. This cannot KO.  
All Allies : [+1 MAG,ATK] ",,,,2,2,181,12/17/2021
Qrow,11,11,3,1,7,3,36,🔗,https://tbs-crossover-arena.fandom.com/wiki/Qrow,,Qrow Branwen,"Semblance: Misfortune
At the end of Qrow's turn, flip a coin.
Heads: All Enemies lose 1 HP. This cannot KO.
Tails: All Allies lose 2 HP. This cannot KO.  ","Transformation: Crow
When swapped, gain [+2 ACC,EVA].",,"Harbinger: Greatsword
[ATK] Cost 3 SP
One Enemy : [Blade 5]  ","Harbinger: Shotgun
[ATK] Cost 4 SP
Two Enemies : [Impact 3] {20% Shock 3}  ","Harbinger: War Scythe
[ATK] Cost 6 SP
One Enemy : [Blade 8]
This Skill has +1 ACC.",,,2,3,182,12/17/2021
Renko,12,9,3,1,6,4,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Renko,,Renko Usami,"Astral Reading
Astral Skills have no effect on Renko.
When Renko is in front,
Marked Enemies take +1 damage from Attack and Magic Skills.  ",,,"Galaxy Stop
[MAG] Cost 6 SP
All Enemies : [Spirit 3] [Shock 2]
All Allies : [-3 SPD]
This Skill has +3 ACC. ","Charge 
[SUP] Cost 9 SP
All Allies : Gain [+3 ATK,MAG,DEF,RES,SPD,EVA,ACC]
All Allies : Lose 3 HP. This can KO.","Assault Point
[ATK] Cost 1 SP 
One Enemy : [Impact 0] [Mark 4]
This Skill has +2 ACC.",,,1,3,183,12/17/2021
Colin,5,8,2,0,4,4,23,🔗,https://tbs-crossover-arena.fandom.com/wiki/Colin,,Colin,"Commanding Officer
At the start of this unit's turn you may
swap with an ally in Back then use a Skill.","Day-to-Day Effect
While Colin is in front, 
Allied Attack and Magic Skills deal -1 damage and cost 1 less SP.",,"Gold Rush
[SUP] Cost 4 SP
All Allies : Recover 4 SP.  ","Power of Money 
[SUP] Cost 8 SP
All Allies : If target is at max SP, they gain [Shield 1, Crit 4].",,,,2,2,184,12/18/2021
Satoshi,7,13,1,0,7,3,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Satoshi,,Satoshi,"Banishing Blade
Satoshi's Skills deal +2 damage if the target
has less SP than himself after paying skill costs.",,,"Relentless
[SUP] Cost 2 HP
Use a Skill at no cost.  ","Demon Slayer Slash
[ATK] Cost 4 SP 
One Enemy : [Blade X]
X = (Satoshi's SP) - (Target's SP)  ","Shuriken Illusion
[ATK] Cost 2 SP
One Enemy : [Blade 1]
Self : [+2 ACC]  ","Jigoku Banishment
[MAG] Cost 4 SP
One Enemy : [Spirit 2]
If this Skill hits, the target loses 6 SP. ","Paralyzing Dust 
[SUP] Cost 3 SP
All Enemies : [Paralysis 1]
Self : You may swap with Any Ally.",1,5,185,12/18/2021
Zaamassal,6,13,2,2,7,3,33,🔗,https://tbs-crossover-arena.fandom.com/wiki/Zaamassal,,Zaamassal Kett,"Subjective Reality
Each of Zaamassal's Paradigms gives a passive effect.
[Fluidity] : If Zaamassal uses a Skill, he may use a Swap Action before or after it.
[Haste] : Zaamassal has Haste and +2 ACC.
[Pain] : Zaamassal has Inflict [Bleed 2].
[Resilience] : Zaamassal has Shield 2.
[Distortion] : Zaamassal has Distance and Scope.
After hitting with a Skill, Zaamassal may assume a Paradigm.
Remove all Zaamassal's Paradigms if he assumes a Paradigm or loses HP.",,,"Urgent Shot
[MAG] Cost 2 SP
One Enemy : [Blade 1]
This Skill has +4 ACC and Scope.","Malicious Strike
[ATK] Cost 4 SP
One Enemy : [Blade 7]
This Skill has -2 ACC.","Warped Burst
[MAG] Cost 3 SP
One Enemy : [Void 3]
Self : [+2 EVA]   ","Open the Gate
[SUP] Cost 4 SP
Self : Assume 3 Paradigms.  ","Plane Divider
[ATK] Cost 8 SP
One Enemy : [Void X]
If this skill hits, you may swap
the target enemy with an enemy in Front. 
X = [Zaamassal Slot Number] + [Target's Slot Number]",1,5,186,12/24/2021
Crewmate,4,6,0,0,2,0,12,🔗,https://tbs-crossover-arena.fandom.com/wiki/Crewmate,,Crewmate,"Team Effort
When an Ally in front recovers SP while Crewmate is in front,
Crewmate recovers 4 SP.  ","Report
When an Ally is KO'ed by a Skill while Crewmate is in front, 
the Character that used that Skill gains [Reveal 1, Stuck 1]. ","Ghost
When Crewmate is KO'ed, 
Crewmate may become Ghost (Crewmate).","Do Tasks
[SUP] Cost 2 SP
Self : [Distance 1]
One Ally : Recover 3 SP.","Fix Sabotage
[SUP] Cost 4 SP
All Allies : [Cure 2] 
All Enemies : [Disable 2] ","Check Admin
[SUP] Cost 4 SP
All Enemies : [Reveal 2] [-2 EVA]",,,3,3,187,12/26/2021
Ghost (Crewmate),0,0,0,0,5,0,5,🔗,https://tbs-crossover-arena.fandom.com/wiki/Crewmate,,Ghost (Crewmate),"Dead
Ghost has Resolve, Cure and Curse.
If Every Ally has 0 HP, Ghost loses Resolve. ",,,"Do Tasks
[SUP] Cost 0 SP
One Ally : Recover 5 SP.",,,,,1,1,188,12/26/2021
Eye of Cthulhu,12,10,2,2,3,0,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Eye_of_Cthulhu,,Eye of Cthulhu,"Cthulhu's Desperation
If Eye of Cthulhu has 6 or less HP at the start of it's turn,
Eye of Cthulhu becomes Eye of Cthulhu (2nd Form) and recovers 6 SP.",,,"Sluggish Charge
[ATK] Cost 3 SP
One Enemy : [Impact 4]","Servants of Cthulhu
[MAG] Cost 3 SP
All Enemies : [Impact 3]
This Skill has -3 ACC.  ",,,,1,2,189,12/28/2021
Eye of Cthulhu (2nd Form),6,12,0,0,6,3,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Eye_of_Cthulhu,,Eye of Cthulhu (2nd Form),,,,"Frenzied Dash
[ATK] Cost 4 SP
One Enemy : [Impact 6]
This Skill has +2 ACC. ","Roar of Agony
[SUP] Cost 5 SP 
All Enemies : Lose 2 SP.  ",,,,0,2,190,12/28/2021
Ancient Shadow Warrior,10,10,2,2,7,3,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ancient_Shadow_Warrior,,Ancient Shadow Warrior,,,,"Terragrim
[ATK] Cost 2 SP
One Enemy : [Blade 4] ","Enchanted Boomerang
[ATK] Cost 3 SP
One Enemy : [Impact 4]
This Skill has Scope.   ","Ball O' Hurt 
[ATK] Cost 4 SP
All Enemies : [Impact 3]
This Skill has -1 ACC.   ","Spear
[ATK] Cost 3 SP
One Enemy : [Pierce 3]
Self : [+2 DEF]",,0,4,191,12/29/2021
Diamond Sorcerer,10,20,0,0,5,1,36,🔗,https://tbs-crossover-arena.fandom.com/wiki/Diamond_Mage,,Diamond Sorcerer,,,,"Diamond Staff
[MAG] Cost 6 SP
One Enemy : [Light 8]","Water Bolt
[MAG] Cost 3 SP
All Enemies : [Water 3]
This Skill has -2 ACC.","Crimson Rod
[SUP] Cost 4 SP
One Enemy : [Bleed 2]  ","Demon Scythe  
[MAG] Cost 6 SP
All Enemies : [Dark 5] 
This Skill has -1 ACC.",,0,4,192,12/29/2021
Fossil Ranger,10,10,1,1,5,1,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Fossil_Ranger,,Fossil Ranger,,,,"Minishark
[ATK] Cost 3 SP
One Enemy : [Pierce 5]
This Skill has +1 ACC. ","Sandgun
[ATK] Cost 2 SP
One Enemy : [Impact 2]
If this Skill misses, the target suffers [-2 EVA].   ","Platinum Bow
[ATK] Cost 5 SP
One Enemy : [Pierce 2] [Freeze 2]
This Skill has +1 ACC. ","Boomstick
[ATK] Cost 4 SP
Two Enemies : [Pierce 4]",,0,4,193,12/29/2021
Shadow Flinx Summoner,10,10,2,2,6,1,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Shadow_Flinx_Summoner,,Shadow Flinx Summoner,,,,"Leather Whip
[SUP] Cost 1 SP 
For each unique Minion Token you have,
use the corresponding Skill
as an Attack Skill at no cost.","Vampire Frog Staff
[MAG] Cost 4 SP
One Enemy : [Impact 5] 
Self : [Vampire Frog Minion]","Slime Staff
[MAG] Cost 3 SP 
One Enemy : [Impact 3] [-2 EVA]
Self : [Baby Slime Minion] ","Flinx Staff
[MAG] Cost 2 SP 
One Enemy : [Impact 3]
Self : [Flinx Minion] ",,0,4,194,12/29/2021
Shadow Warrior,10,10,2,2,7,3,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Shadow_Warrior,,Shadow Warrior,"Worm Scarf
Take 1 less damage from Attack Skills. ",,,"Night's Edge
[ATK] Cost 4 SP
One Enemy : [Blade 7]
This Skill has -1 ACC.  ","Dark Lance
[ATK] Cost 4 SP
Two Enemies : [Pierce 2] [Curse 0, Burn 2]","Shield of Cthulhu
[SUP] Cost 2 SP
Self : [+3 EVA]  ",,,1,3,195,12/29/2021
Athel,13,11,2,1,7,1,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Athel,,Athel,"Leader Slot
Only 1 Leader Aura passive may activate on your team.
Ignore the effects of the rest.","Leader Aura
At the start of the game,
Every Ally gains [+2 HP] and recovers 2 HP. ",,"Strike Down
[ATK] Cost 3 SP
One Enemy : [Blade 4] {70% Weaken 2}","Divine Blades
[ATK] Cost 5 SP
All Enemies : [Light 4]
This Skill has -1 ACC.","Higher Blessing
[SUP] Cost 3 SP
Self : [+2 ATK]
If Athel has 7 HP or less, gain [+2 DEF].
You may use another Skill.",,,2,3,196,1/2/2022
Elhain,14,12,0,1,8,0,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Elhain,,Elhain,"Leader Slot
Only 1 Leader Aura passive may activate on your team.
Ignore the effects of the rest.","Leader Aura
At the start of the game,
Every Ally gains [+2 HP] and recovers 2 HP. ",,"Keen Shot
[ATK] Cost 2 SP
One Enemy : [Pierce 3] {50% +2 damage}  ","Lightning Arrow
[ATK] Cost 5 SP
All Enemies : [Electric 3]
If a target is KOed, gain [Crit 3].
This Skill has -1 ACC.  ","Valley of Death
[MAG] Cost 6 SP
All Enemies : [Pierce 5]
This Skill has -1 ACC.",,,2,3,197,1/2/2022
Galek,13,12,3,0,6,1,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Galek,,Galek,"Leader Slot
Only 1 Leader Aura passive may activate on your team.
Ignore the effects of the rest.","Leader Aura
At the start of the game,
Every Ally gains [+2 HP] and recovers 2 HP. ",,"Cross Slash
[ATK] Cost 2 SP
One Enemy : [Blade 4]","Hellraiser   
[MAG] Cost 5 SP
All Enemies : [Fire 3]
Self : [+2 SPD]
This Skill has -1 ACC. ","Cursed Blade
[ATK] Cost 4 SP
Two Enemies : [Blade 3] {40% -3 DEF}",,,2,3,198,1/2/2022
Kael,13,12,1,2,6,1,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Kael,,Kael,"Leader Slot
Only 1 Leader Aura passive may activate on your team.
Ignore the effects of the rest.","Leader Aura
At the start of the game,
Every Ally gains [+2 HP] and recovers 2 HP.",,"Dark Bolt
[MAG] Cost 2 SP
One Enemy : [Dark 2] {80% Poison 3} ","Acid Rain
[MAG] Cost 5 SP
All Enemies : [Acid 3]
Self : [Haste 1]
This Skill has -1 ACC. ","Disintigrate
[MAG] Cost 5 SP
Two Enemies : [Dark 4] {60% Poison 3}",,,2,3,199,1/2/2022
Vanaah,8,12,0,1,8,1,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Vanaah,,Vanaah Kalmor,"Divine Rush
Vanaah starts with [Divine Rush].
When Vanaah is swapped, regain [Divine Rush].
When using a Skill,
Vanaah may remove [Divine Rush] to add +2 damage and +2 ACC. ",,,"Reaping Strike
[ATK] Cost 4 SP
One Enemy : [Blade 5] [Curse 1]","Paladin Scythe
[ATK] Cost 3 SP
One Enemy : [Light 3]
Vanaah may swap with an ally in front. ","Judgment Drive
[MAG] Cost 5 SP
One Enemy : [Blade 4] [-3 EVA]
This Skill has +1 ACC.   ","Hand of Divinity
[MAG] Cost 4 SP
One Enemy : [Light 4]
Self : [Cure 0]   
This Skill has Scope. ","Death Walks
[ATK] Cost 6 SP 
One Enemy : [Blade 5] [Paralysis 2]",1,5,200,1/3/2022
Hu Tao,16,14,2,2,3,0,37,🔗,https://tbs-crossover-arena.fandom.com/wiki/Hu_Tao,,Hu Tao,"Paramita Papilio
When Hu Tao has Paramita Papilio, 
her skills deal +2 damage, are now also [Fire] Skills,
and inflict [Burn 2].  
Reduce Paramita Papilio by 1 at the end of Hu Tao's turn.","Sanguine Rouge
If Hu Tao has 8 or less HP,
her [Burn 2] effects are now [Burn 4]
and she recovers twice as much HP from Skills.",,"Secret Spear of Wangsheng
[ATK] Cost 4 SP
One Enemy : [Pierce 5]
This Skill has +3 ACC.","Guide to Afterlife
[SUP] Cost 6 HP
Self : [4 Paramita Papilio]","Spirit Soother
[MAG] Cost 5 SP
All Enemies : [Spirit 1]
Self : Recover X HP.
This Skill has -1 ACC.
X = Targets hit",,,2,3,201,1/5/2022
Rift Scuttler,10,16,1,1,5,1,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Rift_Scuttler,,Rift Scuttler,"Shield
At the end of Rift Scuttler's turn, gain [Shield 2].","Dying Wish
When Rift Scuttler is KO'ed,
use Speed Shrine at no cost.",,"Speed Shrine
[SUP] Cost 6 SP
All Allies : [+2 SPD]
All Enemies : [Reveal 2]   ","Dash
[SUP] Cost 4 SP
Self : [+2 EVA]
You may swap with an Ally.
If that Ally was in front, you may swap again.",,,,2,2,202,1/5/2022
Trundle,16,9,1,1,7,1,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Trundle,,Trundle,"King's Tribute
When an enemy is KO'ed while Trundle is in front,
Recover 6 HP.",,,"Chomp
[ATK] Cost 2 SP
One Enemy : [Pierce 3] [Heavy 1]","Frozen Domain
[SUP] Cost 3 SP
Self : [+3 ATK,SPD]  ","Pillar of Ice
[SUP] Cost 3 SP
One Enemy : [Weaken 1, Silence 1]  ","Subjugate
[SUP] Cost 6 SP
One Enemy : [Poison 3] [-1 DEF,RES]
Self : [Regenerate 3] [+1 DEF,RES]",,1,4,203,1/5/2022
Xiao,12,13,2,1,4,1,33,🔗,https://tbs-crossover-arena.fandom.com/wiki/Xiao,,Xiao,"Yaksha's Mask
When Xiao has Yaksha's Mask,
his skills deal +3 damage, cost -1 SP, 
and are now also [Wind] Skills.
At the end of Xiao's turn, Reduce Yaksha's Mask by 1.
If you do so, lose 1 HP and gain [+2 EVA]. This cannot KO. ",,,"Whirlwind Thrust
[ATK] Cost 4 SP
All Enemies : [Pierce 3]
This Skill has -1 ACC.  ","Lemniscatic Wind Cycling
[MAG] Cost 2 SP 
All Enemies : [Blade 0]
Self : Recover X SP.
X = Targets hit * 2 ","Bane of All Evil
[SUP] Cost 6 SP  
Self : [4 Yaksha's Mask]",,,1,3,204,1/6/2022
Amber,9,10,1,0,6,2,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Amber,,Amber,"Baron Bunny
If an ally with Baron Bunny is hit by a Skill,
remove Baron Bunny and the Skill user is inflicted with [Burn 2].
If an ally with Baron Bunny doesn't have taunt,
remove Baron Bunny.   ",,,"Sharpshooter
[ATK] Cost 4 SP
One Enemy : [Pierce 4]
This Skill has Scope and +2 ACC.
If Amber has Charge, remove Charge and this Skill inflicts [Burn 4].","Charged Attack
[SUP] Cost 0 SP
Self : Recover 2 SP and gain [Charge].","Explosive Puppet
[SUP] Cost 3 SP
One Ally : [Taunt 3] [Baron Bunny] ","Fiery Rain
[ATK] Cost 5 SP
All Enemies : [Fire 3] [Burn 1]  
This Skill has -1 ACC.",,1,4,205,1/11/2022
Crossbow Master,7,12,1,1,6,2,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Crossbow_Master,,Crossbow Master,"Long Range Darts
Crossbow Master has Scope.
While Crossbow Master is in front,
Revealed enemies take +1 damage.  ",,,"Enhanced Eyesight  
[SUP] Cost 2 SP
One Enemy : [Reveal 3]","Crossbow
[ATK] Cost 3 SP
One Enemy : [Pierce 4]
This Skill has Break 2.","Sharp Shooter
[ATK] Cost 5 SP
One Enemy : [Pierce 4]
This Skill has Break and +2 ACC.","Crossbow Master 
[ATK] Cost 9 SP
All Enemies : [Pierce 5]
This Skill has Break and +1 ACC.",,1,4,206,1/11/2022
Pyro,9,13,1,1,4,1,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Pyro,,Pyro,"Friendly Pyromaniac
Pyro is Immune to Burn.
At the end of Pyro's turn,
remove Burn from one ally.",,,"Degreaser
[ATK] Cost 5 SP
All Enemies : [Fire 3] [Burn 1] 
This Skill has -3 ACC and Combo.","Flare Gun
[ATK] Cost 4 SP
One Enemy : [Fire 2] [Burn 3]
This Skill deals +4 damage against Burning targets.","Axtinguisher
[ATK] Cost 4 SP
One Enemy : [Impact 2]
If target is Burning, deal +6 damage and remove Burn.
If this Skill KOs, gain [+2 SPD].",,,1,3,207,1/11/2022
Ippo,12,14,2,0,6,2,36,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ippo,,Ippo Makunouchi,"Fighting Spirit
When Ippo is KO'ed,
you may spend 5 SP to revive him at 8 HP and gain [-2 DEF,EVA].
He doesn't lose his turn due to being KO'ed. ",,,"Liver Blow
[ATK] Cost 3 SP
One Enemy : [Impact 7]
This Skill has Direct. ","Gazelle Punch
[ATK] Cost 4 SP
One Enemy : [Impact 6] 
This Skill has Direct 2 and +2 ACC.   ","Dempsey Roll
[ATK] Cost 8 SP
One Enemy : [Impact 12]
Self : [+3 EVA] [-3 DEF] 
This Skill has Direct. ","Wind God Makunouchi
[ATK] Cost 5 SP
One Enemy : [Impact 8]
This Skill has Direct and +2 ACC.",,1,4,208,1/12/2022
Paimon,4,20,0,2,4,4,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Paimon,,Paimon,"Foodie
When Paimon rallies,
recover 6 SP.  ",,,"Floating Child
[SUP] Cost 5 SP
Self : [+3 EVA] [Distance 3] ","Emergency Food 
[SUP] Cost 5 SP
One Ally : Recover 8 HP and gain [+2 SPD].  ","Knowledge of Ancient Lore
[SUP] Cost 5 SP
One Ally : [+5 ACC]","Comic Relief
[SUP] Cost 5 SP
One Ally : Recover 8 SP and [+2 RES].",,1,4,209,1/12/2022
Plasma Monkey Fan Club,8,15,0,0,5,1,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Plasma_Monkey_Fan_Club,,Plasma Monkey Fan Club,"Quick Shots
Plasma Monkey Fan Club's Skills
gain ACC equal to his SPD Boost. ",,,"Very Quick Shots
[ATK] Cost 3 SP
One Enemy : [Pierce 1]
This Skill has Adept 1.  ","Triple Shot
[ATK] Cost 4 SP
Three Enemies : [Pierce 4]
This Skill has -1 ACC. ","Super Monkey Fan Club 
[SUP] Cost 6 SP
All Allies : [+2 SPD,HP] Recover 2 HP.","Plasma Monkey Fan Club
[SUP] Cost 8 SP
All Allies : [+2 ATK,MAG] [Break 3]",,1,4,210,1/12/2022
Futo,7,11,2,0,6,2,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Futo,,Mononobe no Futo,"Kodoku Plate Pileup
At the start of the game, gain [Mikoto Nigihayahi] or [Okami Omononushi]
After Futo uses a skill, gain [+2 Sake Cups].
When Futo is hit by a skill, lose [-1 Sake Cup] to take 1 less damage.
X = Futo's Sake Cups ","Offering - Mikoto Nigihayahi
At the start of her turn if Futo has Mikoto Nigihayahi,
recover X SP and gain [Shield 1]. ","Offering - Okami Omononushi  
At the start of her turn if Futo has Okami Omononushi,
recover 3 HP and gain [Crit X]. ","Mononobe's Eighty Sake Cups
[ATK] Cost 3 SP
All Enemies : [Impact 2]
This Skill has -1 + X ACC.  ","Catastrophic Gate Opening
[ATK] Cost 4 SP
One Enemy : [Dark 2] [Mark 1]
For every Sake Cup, inflict an additional Debuff on hit.
1 = [Poison 1]
2 = [Terror 1]
3 = [Heavy 1]
4 = [Silence 1]
5 = [Paralysis 1]
6 = [Shock 1]
7 = [Death 1]  ","Miwa Plate Storm 
[ATK] Cost 6 SP
All Enemies : [Wind 4]
This Skill has +1 ACC.  ","Taiyi True Fire
[ATK] Cost 7 SP
All Enemies : [Fire 3] [Poison X]
This Skill has -1 ACC.",,3,4,211,1/15/2022
Maribel,7,13,1,1,6,1,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Maribel,,Maribel Hearn,"Meddling with Borders
When an Ally rallies while Maribel is in front,
recover 4 SP.",,,"Liberated Abilities
[MAG] Cost 6 SP
All Enemies : [Void 2]
This Skill has Precision.","Chaotic Quadruple Barrier        
[MAG] Cost 4 SP
One Enemy : [Dark 2] {80% Terror 2, Shock 2} {40% Death 2}","Overflowing Unnatural Power
[SUP] Cost 8 SP and 3 HP
Self : [+3 ATK,MAG,DEF,RES,SPD]  ","Mari's DIY Novice Border
[SUP] Cost 6 SP
All Allies : [Regenerate 3, Crit 2]",,1,4,212,1/15/2022
Driller Mk 2,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Driller_Mk_2,,Driller,"""Mole"" Armor Rig
Driller is immune to Burn.
Driller takes -2 damage from Fire and Impact Skills. ",,,"Cryo Cannon
[ATK] Cost 4 SP
One Enemy : [Cold 0] [Freeze 2, Stuck 2]
This Skill has +2 ACC. ","Experimental Plasma Charger
[MAG] Cost 2 SP
One Enemy : [Electric 4]","Vampiric Power Drills
[ATK] Cost 4 SP
One Enemy : [Pierce 8]
This Skill has -6 ACC.
If this Skill KO's a target, recover 8 HP.   ","High Explosive Grenade
[ATK] Cost 3 SP
One Enemy : [Impact 5] [-2 DEF] [Terror 2]    
This Skill has -3 ACC.",,1,4,213,1/16/2022
Loot Bug,12,0,0,0,2,0,14,🔗,https://tbs-crossover-arena.fandom.com/wiki/Loot_Bug,,Loot Bug,"Shameful
Loot Bug has Ward [Apathy 2].","Pet
While Loot Bug is in front,
Allies recover 4 additional SP when Rallying.
While Loot Bug is in back,
Allies in back recover SP twice as fast.","Explode 
When Loot Bug is KO'ed,
Every Ally recovers 8 SP.","It's a Bug Thing
[SUP] Cost 0 SP
Self : [Death 0]",,,,,3,1,214,1/16/2022
Engineer Mk 2,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Engineer_Mk_2,,Engineer,"""Owl"" Armor Rig
Engineer is immune to Poison.
Acid Skills have no effect on Engineer.
Engineer takes -2 damage from Nature Skills.",,,"""Stubby"" Voltaic SMG
[ATK] Cost 2 SP
One Enemy : [Electric 3] {30% Paralysis 2}   ","Breach Cutter
[MAG] Cost 5 SP
All Enemies : [Electric 3]
This Skill has Break 2 and -1 ACC.  ","Field Medic
[SUP] Cost 4 SP
One Ally : Revive KO'ed Ally with 5 HP. ","Plasma Burster
[MAG] Cost 6 SP
Two Enemies : [Electric 4] {20% Terror 2}
This Skill has Break 3.",,1,4,215,1/17/2022
Gunner Mk 2,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Gunner_Mk_2,,Gunner,"""Barracuda"" Armor Rig 
Break doesn't work on Gunner.
Gunner takes -4 damage from Impact Skills.  ",,,"""Thunderhead"" Heavy Autocannon
[ATK] Cost 2 SP
Two Enemies : [Impact 1 + X]   
Self : Gain [+1 Rev].
This Skill has Break 1. 
X = Rev  ","BRT7 Burst Fire Gun
[ATK] Cost 3 SP
One Enemy : [Pierce 5] ","Thorny Shield Generator
[SUP] Cost 4 SP
All Allies : [Shield 2]
Self : [Thorns 3]    ","Incendiary Grenade
[SUP] Cost 5 SP
Two Enemies : [Burn 2]",,1,4,216,1/17/2022
Scout Mk 2,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Scout_Mk_2,,Scout,"""Fox"" Armor Rig
Scout is immune to Trap and Heavy.",,,"M1000 Classic
[ATK] Cost 7 SP
One Enemy : [Pierce 8]
This Skill has Scope. ","Zhukov NUK17
[ATK] Cost 3 SP
One Enemy : [Pierce 6]
This Skill has -2 ACC.   ","Grappling Hook and Dash
[SUP] Cost 3 SP
Any Ally : Swap with target.
If that Ally was in front, you may swap with Any Ally again. 
You may use this Skill after using a different Skill. ","Cryo Grenade
[SUP] Cost 5 SP
Two Enemies : [Freeze 2]",,1,4,217,1/17/2022
Uweiss,5,14,0,1,6,3,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Uweiss,,Uweiss Sneeze,"Ability: Circles
When Uweiss rallies,
All Allies gain [+1 ATK,ACC]. ",,,"Murdermaster: Stab Stab Stab
[ATK] Cost 2 SP
One Enemy : [Blade 3]
This Skill has +3 ACC and Direct 2.","Murdermaster: Can Ice Stop a Train? Sort Of...
[SUP] Cost 7 SP
All Allies : [Shield 3, Thorns 3] [Terror 2]","Murdermaster: Blizzara
[MAG] Cost 4 SP
All Enemies : [2 Cold] {80% -3 SPD}
This Skill has -1 ACC. ","Murdermaster: THE WORLD!!!
[SUP] Cost 9 SP
All Allies : [Haste 2]",,1,4,218,1/17/2022
