Character,#,Text,Char ID,Skill ID,Name,Skill Type,Cost,Target,Damage Type,Damage,Inflict,Accuracy,Effect,Self
Ferederick,4,"Prepared
[SUP] Cost 4 SP
One Ally : [Cure 3]",160,1607,"Prepared",SUP,4 SP,One Ally,,,,,,
Sally,1,"Slingshot
[ATK] Cost 4 SP
One Enemy : [Impact 4]
If Sally is Distanced, deal +3 damage. ",161,1614,"Slingshot",ATK,4 SP,One Enemy,Impact,4,,,,
Sally,2,"Lasso
[ATK] Cost 2 SP
One Enemy : [Impact 0] [Weaken 2, Trap 3]   ",161,1615,"Lasso",ATK,2 SP,One Enemy,Impact,0,,,,
Sally,3,"Once More!
[SUP] Cost 6 SP
One Ally : Recover 12 SP.",161,1616,"Once More!",SUP,6 SP,One Ally,,,,,,
Sally,4,"Try Again.
[SUP] Cost 7 SP
One Enemy : [Weaken 1, Silence 1, Disable 1, Shock 1]",161,1617,"Try Again.",SUP,7 SP,One Enemy,,,,,,
Terrowin,1,"Don’t Stop Me Now!
[SUP] Cost 4 SP
Self : Recover 12 SP.",162,1624,"Don’t Stop Me Now!",SUP,4 SP,Self,,,,,,
Terrowin,2,"Galaxy Scepter
[ATK] Cost 3 SP
One Enemy : [Impact 5]",162,1625,"Galaxy Scepter",ATK,3 SP,One Enemy,Impact,5,,,,
Terrowin,3,"Under Pressure
[ATK] Cost 5 SP
One Enemy : [Impact X]
X = Terrowin's missing HP.",162,1626,"Under Pressure",ATK,5 SP,One Enemy,Impact,X,,,,
Warwick,1,"Jaws of the Beast
[MAG] Cost 2 SP
One Enemy : [Pierce 1]
Self : Recover X HP.
X = Damage dealt. ",163,1634,"Jaws of the Beast",MAG,2 SP,One Enemy,Pierce,1,,,,
Warwick,2,"Primal Howl
[SUP] Cost 4 SP
Self : [+1 DEF,RES]
All Enemies : [Paralysis 1] ",163,1635,"Primal Howl",SUP,4 SP,Self,,,,,,
Warwick,3,"Infinite Duress
[ATK] Cost 6 SP
One Enemy : [Blade 4] [Weaken 1, Silence 1, Disable 1, Shock 1]
Self : Recover X HP.
X = Damage dealt.",163,1636,"Infinite Duress",ATK,6 SP,One Enemy,Blade,4,,,,
Link (AoL),1,"Shield
[SUP] Cost 3 SP
One Ally : [+2 DEF,RES]",164,1644,Shield,SUP,3 SP,One Ally,,,,,,
Link (AoL),2,"Down Thrust
[ATK] Cost 2 SP
One Enemy : [Blade 4] ",164,1645,"Down Thrust",ATK,2 SP,One Enemy,Blade,4,,,,
Link (AoL),3,"Jump Thrust
[ATK] Cost 3 SP
One Enemy : [Blade 3]
This Skill has +4 ACC.",164,1646,"Jump Thrust",ATK,3 SP,One Enemy,Blade,3,,,,
Link (AoL),4,"Life
[SUP] Cost 4 SP
One Ally : Recover 8 HP.  ",164,1647,"Life",SUP,4 SP,One Ally,,,,,,
Link (AoL),5,"Thunder
[MAG] Cost 8 SP
All Enemies : [Electric 3]
All Allies : [Break 3] 
This Skill has -1 ACC.",164,1648,"Thunder",MAG,8 SP,All Enemies,Electric,3,,,,
Link's Shadow,1,"Unpredictable A.I.
[SUP] Cost 2 SP
Self : [+3 EVA]   ",165,1654,"Unpredictable A.I.",SUP,2 SP,Self,,,,,,
Rebonack,1,"Lance
[ATK] Cost 3 SP
One Enemy : [Pierce 7]
Rebonack can only use this Skill if he has 8 or more HP.",166,1664,"Lance",ATK,3 SP,One Enemy,Pierce,7,,,,
Rebonack,2,"Sword
[ATK] Cost 2 SP
One Enemy : [Blade 3]  ",166,1665,Sword,ATK,2 SP,One Enemy,Blade,3,,,,
Rebonack,3,"Knives
[ATK] Cost 2 SP
One Enemy : [Blade 2]
This Skill has +2 ACC.  ",166,1666,"Knives",ATK,2 SP,One Enemy,Blade,2,,,,
Rebonack,4,"Shield
[SUP] Cost 4 SP
Self : [Shield 5]",166,1667,"Shield",SUP,4 SP,Self,,,,,,
Able (Chromatik),1,"Practiced Strike
[ATK] Cost 5 SP
One Enemy : [Blade 4]
Self : [+2 DEF,RES]  ",167,1674,"Practiced Strike",ATK,5 SP,One Enemy,Blade,4,,,,
Able (Chromatik),2,"Drifting Slash
[ATK] Cost 4 SP
One Enemy : [Blade 3]
You may swap with any ally.",167,1675,"Drifting Slash",ATK,4 SP,One Enemy,Blade,3,,,,
Able (Chromatik),3,"Silencing Strike
[ATK] Cost 3 SP
One Enemy : [Blade 1] [Silence 2]",167,1676,"Silencing Strike",ATK,3 SP,One Enemy,Blade,1,,,,
Clan (Chromatik),1,"Throwing Knives
[ATK] Cost 5 SP
All Enemies : [Blade 2]
This Skill has +3 ACC. ",169,1694,"Throwing Knives",ATK,5 SP,All Enemies,Blade,2,,,,
Clan (Chromatik),2,"Dive Kick
[ATK] Cost 4 SP
One Enemy : [Impact 5]",169,1695,"Dive Kick",ATK,4 SP,One Enemy,Impact,5,,,,
Clan (Chromatik),3,"Blinding Strike
[ATK] Cost 3 SP
One Enemy : [Blade 1] [Weaken 2]",169,1696,"Blinding Strike",ATK,3 SP,One Enemy,Blade,1,,,,
Gree (Chromatik),1,"Reassuring Attack
[ATK] Cost 5 SP
One Enemy : [Impact 4]
All Allies : [+2 RES]",170,1704,"Reassuring Attack",ATK,5 SP,One Enemy,Impact,4,,,,
Gree (Chromatik),2,"Talkative Assault
[ATK] Cost 4 SP
One Enemy : [Impact 3] [-3 RES] ",170,1705,"Talkative Assault",ATK,4 SP,One Enemy,Impact,3,,,,
Gree (Chromatik),3,"Indifferent Strike
[ATK] Cost 3 SP
One Enemy : [Impact 3]
Self : [Cure 0]",170,1706,"Indifferent Strike",ATK,3 SP,One Enemy,Impact,3,,,,
Inno (Chromatik),1,"Clever Trap
[ATK] Cost 5 SP
All Enemies : [Impact 1] [Heavy 2, Stuck 2]
This Skill has -1 ACC.",171,1714,"Clever Trap",ATK,5 SP,All Enemies,Impact,1,,,,
Inno (Chromatik),2,"Stealing Strike
[ATK] Cost 4 SP
One Enemy : [Impact 2] [Curse 2] ",171,1715,"Stealing Strike",ATK,4 SP,One Enemy,Impact,2,,,,
Inno (Chromatik),3,"Excited Discovery
[ATK] Cost 3 SP
One Enemy : [Impact 0]
One Ally : [+1 ATK,MAG,DEF,RES,SPD,EVA] ",171,1716,"Excited Discovery",ATK,3 SP,One Enemy,Impact,0,,,,
Kin (Chromatik),1,"Valiant Defence
[ATK] Cost 5 SP
One Enemy : [Blade 4]
All Allies : [+2 DEF]",172,1724,"Valiant Defence",ATK,5 SP,One Enemy,Blade,4,,,,
Kin (Chromatik),2,"Lend Aid
[ATK] Cost 4 SP
One Enemy : [Blade 2]
One Other Ally : [Cure 2] ",172,1725,"Lend Aid",ATK,4 SP,One Enemy,Blade,2,,,,
Kin (Chromatik),3,"To Protect
[ATK] Cost 3 SP
One Enemy : [Blade 2]
One Other Ally : [Shield 3]",172,1726,"To Protect",ATK,3 SP,One Enemy,Blade,2,,,,
Mikhail (Chromatik),1,"Leaping Slash
[ATK] Cost 5 SP
One Enemy : [Blade 8]
Self : [-1 DEF,EVA]",173,1734,"Leaping Slash",ATK,5 SP,One Enemy,Blade,8,,,,
Mikhail (Chromatik),2,"Dashing Strike
[ATK] Cost 4 SP
One Enemy : [Blade 4]
Self : [+2 SPD]   ",173,1735,"Dashing Strike",ATK,4 SP,One Enemy,Blade,4,,,,
Mikhail (Chromatik),3,"Heavy Cut
[ATK] Cost 3 SP
One Enemy : [Blade 6]
This Skill has -2 ACC.",173,1736,"Heavy Cut",ATK,3 SP,One Enemy,Blade,6,,,,
Osten (Chromatik),1,"Swift Strikes
[ATK] Cost 5 SP
One Enemy : [Blade 2]
This Skill has +2 ACC and Adept 2. ",174,1744,"Swift Strikes",ATK,5 SP,One Enemy,Blade,2,,,,
Osten (Chromatik),2,"Flamboyant Display
[ATK] Cost 4 SP
One Enemy : [Blade 2]
Self : [Taunt 5]",174,1745,"Flamboyant Display",ATK,4 SP,One Enemy,Blade,2,,,,
Osten (Chromatik),3,"Deft Riposte
[ATK] Cost 3 SP
One Enemy : [Blade 2]
Self : [Counter 3]",174,1746,"Deft Riposte",ATK,3 SP,One Enemy,Blade,2,,,,
Rou (Chromatik),1,"Deadly Shot
[ATK] Cost 5 SP
One Enemy : [Pierce 5]  
This Skill has +4 ACC.",175,1754,"Deadly Shot",ATK,5 SP,One Enemy,Pierce,5,,,,
Rou (Chromatik),2,"Crippling Shot
[ATK] Cost 4 SP
One Enemy : [Pierce 3] [-3 DEF]  ",175,1755,"Crippling Shot",ATK,4 SP,One Enemy,Pierce,3,,,,
Rou (Chromatik),3,"Disabling Shot
[ATK] Cost 3 SP
One Enemy : [Pierce 1] [Disable 2]",175,1756,"Disabling Shot",ATK,3 SP,One Enemy,Pierce,1,,,,
Rueger (Chromatik),1,"Block and Counter
[ATK] Cost 5 SP
One Enemy : [Blade 4]
Self : [+1 DEF] [Thorns 3] ",176,1764,"Block and Counter",ATK,5 SP,One Enemy,Blade,4,,,,
Rueger (Chromatik),2,"Sweeping Slash
[ATK] Cost 4 SP
Two Enemies : [Blade 2]
Self : [Distance 2]  ",176,1765,Sweeping Slash,ATK,4 SP,Two Enemies,Blade,2,,,,
Rueger (Chromatik),3,"Shield Bash
[ATK] Cost 3 SP
One Enemy : [Impact 2] [-2 EVA,ACC]    ",176,1766,"Shield Bash",ATK,3 SP,One Enemy,Impact,2,,,,
Usato,1,"Self Sustaining Healing Magic
[SUP] Cost 6 SP
Self : [Regenerate 6] ",177,1774,"Self Sustaining Healing Magic",SUP,6 SP,Self,,,,,,
Usato,2,"Enhanced Hand-to-Hand Combat
[ATK] Cost 6 SP
One Enemy : [Impact 8] ",177,1775,"Enhanced Hand-to-Hand Combat",ATK,6 SP,One Enemy,Impact,8,,,,
Usato,3,"Healing Pitch
[MAG] Cost 6 SP
One Enemy : [Light 12]
If this Skill hits and doesn't KO, the target recovers 12 HP.",177,1776,"Healing Pitch",MAG,6 SP,One Enemy,Light,12,,,,
Usato,4,"Regular Healing
[SUP] Cost 6 SP
One Ally : Recover 12 HP.",177,1777,"Regular Healing",SUP,6 SP,One Ally,,,,,,
Cadenza,1,"Clockwork Drive
[ATK] Cost 3 SP
One Enemy : [Blade 6]
Self: [-2 SPD]",178,1784,"Clockwork Drive",ATK,3 SP,One Enemy,Blade,6,,,,
Cadenza,2,"Grapnel Grasp
[ATK] Cost 3 SP
One Enemy : [Pierce 3]
If this skill hits, you may swap
the target enemy with an enemy in Front.",178,1785,"Grapnel Grasp",ATK,3 SP,One Enemy,Pierce,3,,,,
Cadenza,3,"Battery Burst
[SUP] Cost 3 SP
One Ally : [Haste 1] [Distance 1]  ",178,1786,"Battery Burst",SUP,3 SP,One Ally,,,,,,
Cadenza,4,"Rocket Press
[ATK] Cost 6 SP
One Enemy : [Impact 10]
This Skill has -2 ACC.",178,1787,"Rocket Press",ATK,6 SP,One Enemy,Impact,10,,,,
Cadenza,5,"Feedback Field
[SUP] Cost 3 SP
Self : [Thorns 6]",178,1788,"Feedback Field",SUP,3 SP,Self,,,,,,
Byakuren,1,"Skanda's Legs
[ATK] Cost 2 SP
One Enemy : [Wind 2] 
This Skill has +2 ACC.",179,1794,"Skanda's Legs",ATK,2 SP,One Enemy,Wind,2,,,,
Byakuren,2,"Master of the Trichiliocosm
[ATK] Cost 7 SP
One Enemy : [Impact 5] [Shock 4] ",179,1795,"Master of the Trichiliocosm",ATK,7 SP,One Enemy,Impact,5,,,,
Byakuren,3,"Magic Milky Way
[MAG] Cost 6 SP
All Enemies : [Mystic 3] [-1 ATK,MAG,SPD]
This Skill has +1 ACC. ",179,1796,"Magic Milky Way",MAG,6 SP,All Enemies,Mystic,3,,,,
Byakuren,4,"Star Sword Apologetics
[MAG] Cost 5 SP 
One Enemy : [Spirit 3] [Silence 2] {50% -2 ATK,DEF}
This Skill has +2 ACC. ",179,1797,"Star Sword Apologetics",MAG,5 SP,One Enemy,Spirit,3,,,,
Byakuren,5,"Sutra - Duplicating Chant
[SUP] Cost 1 SP
One Ally : Copy Byakuren's Stat Changes onto Target.",179,1798,"Sutra - Duplicating Chant",SUP,1 SP,One Ally,,,,,,
Eiki,1,"Last Judgement
[ATK] Cost 6 SP
One Enemy : [Spirit 5]
This Skill has Break and +2 ACC.",180,1804,"Last Judgement",ATK,6 SP,One Enemy,Spirit,5,,,,
Eiki,2,"Trial of the Ten Kings
[MAG] Cost 7 SP
All Enemies : [Dark 5] [-1 ATK,MAG,DEF,RES,SPD,EVA]
This Skill has -1 ACC.  ",180,1805,"Trial of the Ten Kings",MAG,7 SP,All Enemies,Dark,5,,,,
Eiki,3,"Wandering Sin  
[MAG] Cost 6 SP
All Enemies : [Dark 3] {50% Poison 2, Terror 2, Heavy 2, Silence 2} {10% Death 1, Shock 1}
This Skill has -1 ACC.",180,1806,"Wandering Sin  ",MAG,6 SP,All Enemies,Dark,3,,,,
Olaf,1,"Blizzard
[SUP] Cost 4 SP
All Enemies : [-3 SPD]
All Allies : [+1 MAG,ATK] ",181,1814,"Blizzard",SUP,4 SP,All Enemies,,,,,,
Olaf,2,"Winter Fury
[SUP] Cost 8 SP
All Enemies : [-3 SPD] Lose 4 HP. This cannot KO.  
All Allies : [+1 MAG,ATK] ",181,1815,"Winter Fury",SUP,8 SP,All Enemies,,,,,,
Qrow,1,"Harbinger: Greatsword
[ATK] Cost 3 SP
One Enemy : [Blade 5]  ",182,1824,"Harbinger: Greatsword",ATK,3 SP,One Enemy,Blade,5,,,,
Qrow,2,"Harbinger: Shotgun
[ATK] Cost 4 SP
Two Enemies : [Impact 3] {20% Shock 3}  ",182,1825,"Harbinger: Shotgun",ATK,4 SP,Two Enemies,Impact,3,,,,
Qrow,3,"Harbinger: War Scythe
[ATK] Cost 6 SP
One Enemy : [Blade 8]
This Skill has +1 ACC.",182,1826,"Harbinger: War Scythe",ATK,6 SP,One Enemy,Blade,8,,,,
Renko,1,"Galaxy Stop
[MAG] Cost 6 SP
All Enemies : [Spirit 3] [Shock 2]
All Allies : [-3 SPD]
This Skill has +3 ACC. ",183,1834,"Galaxy Stop",MAG,6 SP,All Enemies,Spirit,3,,,,
Renko,2,"Charge 
[SUP] Cost 9 SP
All Allies : Gain [+3 ATK,MAG,DEF,RES,SPD,EVA,ACC]
All Allies : Lose 3 HP. This can KO.",183,1835,"Charge ",SUP,9 SP,All Allies,,,,,,
Renko,3,"Assault Point
[ATK] Cost 1 SP 
One Enemy : [Impact 0] [Mark 4]
This Skill has +2 ACC.",183,1836,"Assault Point",ATK,1 SP,One Enemy,Impact,0,,,,
Colin,1,"Gold Rush
[SUP] Cost 4 SP
All Allies : Recover 4 SP.  ",184,1844,"Gold Rush",SUP,4 SP,All Allies,,,,,,
Colin,2,"Power of Money 
[SUP] Cost 8 SP
All Allies : If target is at max SP, they gain [Shield 1, Crit 4].",184,1845,"Power of Money ",SUP,8 SP,All Allies,,,,,,
Satoshi,1,"Relentless
[SUP] Cost 2 HP
Use a Skill at no cost.  ",185,1854,Relentless,SUP,2 HP,#N/A,,,,,,
Satoshi,2,"Demon Slayer Slash
[ATK] Cost 4 SP 
One Enemy : [Blade X]
X = (Satoshi's SP) - (Target's SP)  ",185,1855,Demon Slayer Slash,ATK,4 SP,One Enemy,Blade,X,,,,
Satoshi,3,"Shuriken Illusion
[ATK] Cost 2 SP
One Enemy : [Blade 1]
Self : [+2 ACC]  ",185,1856,"Shuriken Illusion",ATK,2 SP,One Enemy,Blade,1,,,,
Satoshi,4,"Jigoku Banishment
[MAG] Cost 4 SP
One Enemy : [Spirit 2]
If this Skill hits, the target loses 6 SP. ",185,1857,"Jigoku Banishment",MAG,4 SP,One Enemy,Spirit,2,,,,
Satoshi,5,"Paralyzing Dust 
[SUP] Cost 3 SP
All Enemies : [Paralysis 1]
Self : You may swap with Any Ally.",185,1858,"Paralyzing Dust ",SUP,3 SP,All Enemies,,,,,,
Zaamassal,1,"Urgent Shot
[MAG] Cost 2 SP
One Enemy : [Blade 1]
This Skill has +4 ACC and Scope.",186,1864,"Urgent Shot",MAG,2 SP,One Enemy,Blade,1,,,,
Zaamassal,2,"Malicious Strike
[ATK] Cost 4 SP
One Enemy : [Blade 7]
This Skill has -2 ACC.",186,1865,"Malicious Strike",ATK,4 SP,One Enemy,Blade,7,,,,
Zaamassal,3,"Warped Burst
[MAG] Cost 3 SP
One Enemy : [Void 3]
Self : [+2 EVA]   ",186,1866,"Warped Burst",MAG,3 SP,One Enemy,Void,3,,,,
Zaamassal,4,"Open the Gate
[SUP] Cost 4 SP
Self : Assume 3 Paradigms.  ",186,1867,"Open the Gate",SUP,4 SP,Self,,,,,,
Zaamassal,5,"Plane Divider
[ATK] Cost 8 SP
One Enemy : [Void X]
If this skill hits, you may swap
the target enemy with an enemy in Front. 
X = [Zaamassal Slot Number] + [Target's Slot Number]",186,1868,"Plane Divider",ATK,8 SP,One Enemy,Void,X,,,,
Crewmate,1,"Do Tasks
[SUP] Cost 2 SP
Self : [Distance 1]
One Ally : Recover 3 SP.",187,1874,"Do Tasks",SUP,2 SP,Self,,,,,,
Crewmate,2,"Fix Sabotage
[SUP] Cost 4 SP
All Allies : [Cure 2] 
All Enemies : [Disable 2] ",187,1875,"Fix Sabotage",SUP,4 SP,All Allies,,,,,,
Crewmate,3,"Check Admin
[SUP] Cost 4 SP
All Enemies : [Reveal 2] [-2 EVA]",187,1876,"Check Admin",SUP,4 SP,All Enemies,,,,,,
Ghost (Crewmate),1,"Do Tasks
[SUP] Cost 0 SP
One Ally : Recover 5 SP.",188,1884,"Do Tasks",SUP,0 SP,One Ally,,,,,,
Eye of Cthulhu,1,"Sluggish Charge
[ATK] Cost 3 SP
One Enemy : [Impact 4]",189,1894,"Sluggish Charge",ATK,3 SP,One Enemy,Impact,4,,,,
Eye of Cthulhu,2,"Servants of Cthulhu
[MAG] Cost 3 SP
All Enemies : [Impact 3]
This Skill has -3 ACC.  ",189,1895,"Servants of Cthulhu",MAG,3 SP,All Enemies,Impact,3,,,,
Eye of Cthulhu (2nd Form),1,"Frenzied Dash
[ATK] Cost 4 SP
One Enemy : [Impact 6]
This Skill has +2 ACC. ",190,1904,"Frenzied Dash",ATK,4 SP,One Enemy,Impact,6,,,,
Eye of Cthulhu (2nd Form),2,"Roar of Agony
[SUP] Cost 5 SP 
All Enemies : Lose 2 SP.  ",190,1905,"Roar of Agony",SUP,5 SP,All Enemies,,,,,,
Ancient Shadow Warrior,1,"Terragrim
[ATK] Cost 2 SP
One Enemy : [Blade 4] ",191,1914,Terragrim,ATK,2 SP,One Enemy,Blade,4,,,,
Ancient Shadow Warrior,2,"Enchanted Boomerang
[ATK] Cost 3 SP
One Enemy : [Impact 4]
This Skill has Scope.   ",191,1915,Enchanted Boomerang,ATK,3 SP,One Enemy,Impact,4,,,,
Ancient Shadow Warrior,3,"Ball O' Hurt 
[ATK] Cost 4 SP
All Enemies : [Impact 3]
This Skill has -1 ACC.   ",191,1916,Ball O' Hurt ,ATK,4 SP,All Enemies,Impact,3,,,,
Ancient Shadow Warrior,4,"Spear
[ATK] Cost 3 SP
One Enemy : [Pierce 3]
Self : [+2 DEF]",191,1917,Spear,ATK,3 SP,One Enemy,Pierce,3,,,,
Diamond Sorcerer,1,"Diamond Staff
[MAG] Cost 6 SP
One Enemy : [Light 8]",192,1924,"Diamond Staff",MAG,6 SP,One Enemy,Light,8,,,,
Diamond Sorcerer,2,"Water Bolt
[MAG] Cost 3 SP
All Enemies : [Water 3]
This Skill has -2 ACC.",192,1925,"Water Bolt",MAG,3 SP,All Enemies,Water,3,,,,
Diamond Sorcerer,3,"Crimson Rod
[SUP] Cost 4 SP
One Enemy : [Bleed 2]  ",192,1926,"Crimson Rod",SUP,4 SP,One Enemy,,,,,,
Diamond Sorcerer,4,"Demon Scythe  
[MAG] Cost 6 SP
All Enemies : [Dark 5] 
This Skill has -1 ACC.",192,1927,"Demon Scythe  ",MAG,6 SP,All Enemies,Dark,5,,,,
Fossil Ranger,1,"Minishark
[ATK] Cost 3 SP
One Enemy : [Pierce 5]
This Skill has +1 ACC. ",193,1934,Minishark,ATK,3 SP,One Enemy,Pierce,5,,,,
Fossil Ranger,2,"Sandgun
[ATK] Cost 2 SP
One Enemy : [Impact 2]
If this Skill misses, the target suffers [-2 EVA].   ",193,1935,Sandgun,ATK,2 SP,One Enemy,Impact,2,,,,
Fossil Ranger,3,"Platinum Bow
[ATK] Cost 5 SP
One Enemy : [Pierce 2] [Freeze 2]
This Skill has +1 ACC. ",193,1936,Platinum Bow,ATK,5 SP,One Enemy,Pierce,2,,,,
Fossil Ranger,4,"Boomstick
[ATK] Cost 4 SP
Two Enemies : [Pierce 4]",193,1937,Boomstick,ATK,4 SP,Two Enemies,Pierce,4,,,,
Shadow Flinx Summoner,1,"Leather Whip
[SUP] Cost 1 SP 
For each unique Minion Token you have,
use the corresponding Skill
as an Attack Skill at no cost.",194,1944,"Leather Whip",SUP,1 SP,#N/A,,,,,,
Shadow Flinx Summoner,2,"Vampire Frog Staff
[MAG] Cost 4 SP
One Enemy : [Impact 5] 
Self : [Vampire Frog Minion]",194,1945,"Vampire Frog Staff",MAG,4 SP,One Enemy,Impact,5,,,,
Shadow Flinx Summoner,3,"Slime Staff
[MAG] Cost 3 SP 
One Enemy : [Impact 3] [-2 EVA]
Self : [Baby Slime Minion] ",194,1946,"Slime Staff",MAG,3 SP,One Enemy,Impact,3,,,,
Shadow Flinx Summoner,4,"Flinx Staff
[MAG] Cost 2 SP 
One Enemy : [Impact 3]
Self : [Flinx Minion] ",194,1947,"Flinx Staff",MAG,2 SP,One Enemy,Impact,3,,,,
Shadow Warrior,1,"Night's Edge
[ATK] Cost 4 SP
One Enemy : [Blade 7]
This Skill has -1 ACC.  ",195,1954,"Night's Edge",ATK,4 SP,One Enemy,Blade,7,,,,
Shadow Warrior,2,"Dark Lance
[ATK] Cost 4 SP
Two Enemies : [Pierce 2] [Curse 0, Burn 2]",195,1955,Dark Lance,ATK,4 SP,Two Enemies,Pierce,2,,,,
Shadow Warrior,3,"Shield of Cthulhu
[SUP] Cost 2 SP
Self : [+3 EVA]  ",195,1956,"Shield of Cthulhu",SUP,2 SP,Self,,,,,,
Athel,1,"Strike Down
[ATK] Cost 3 SP
One Enemy : [Blade 4] {70% Weaken 2}",196,1964,"Strike Down",ATK,3 SP,One Enemy,Blade,4,,,,
Athel,2,"Divine Blades
[ATK] Cost 5 SP
All Enemies : [Light 4]
This Skill has -1 ACC.",196,1965,Divine Blades,ATK,5 SP,All Enemies,Light,4,,,,
Athel,3,"Higher Blessing
[SUP] Cost 3 SP
Self : [+2 ATK]
If Athel has 7 HP or less, gain [+2 DEF].
You may use another Skill.",196,1966,Higher Blessing,SUP,3 SP,Self,,,,,,
Elhain,1,"Keen Shot
[ATK] Cost 2 SP
One Enemy : [Pierce 3] {50% +2 damage}  ",197,1974,"Keen Shot",ATK,2 SP,One Enemy,Pierce,3,,,,
Elhain,2,"Lightning Arrow
[ATK] Cost 5 SP
All Enemies : [Electric 3]
If a target is KOed, gain [Crit 3].
This Skill has -1 ACC.  ",197,1975,"Lightning Arrow",ATK,5 SP,All Enemies,Electric,3,,,,
Elhain,3,"Valley of Death
[MAG] Cost 6 SP
All Enemies : [Pierce 5]
This Skill has -1 ACC.",197,1976,"Valley of Death",MAG,6 SP,All Enemies,Pierce,5,,,,
Galek,1,"Cross Slash
[ATK] Cost 2 SP
One Enemy : [Blade 4]",198,1984,"Cross Slash",ATK,2 SP,One Enemy,Blade,4,,,,
Galek,2,"Hellraiser   
[MAG] Cost 5 SP
All Enemies : [Fire 3]
Self : [+2 SPD]
This Skill has -1 ACC. ",198,1985,"Hellraiser   ",MAG,5 SP,All Enemies,Fire,3,,,,
Galek,3,"Cursed Blade
[ATK] Cost 4 SP
Two Enemies : [Blade 3] {40% -3 DEF}",198,1986,Cursed Blade,ATK,4 SP,Two Enemies,Blade,3,,,,
Kael,1,"Dark Bolt
[MAG] Cost 2 SP
One Enemy : [Dark 2] {80% Poison 3} ",199,1994,"Dark Bolt",MAG,2 SP,One Enemy,Dark,2,,,,
Kael,2,"Acid Rain
[MAG] Cost 5 SP
All Enemies : [Acid 3]
Self : [Haste 1]
This Skill has -1 ACC. ",199,1995,"Acid Rain",MAG,5 SP,All Enemies,Acid,3,,,,
Kael,3,"Disintigrate
[MAG] Cost 5 SP
Two Enemies : [Dark 4] {60% Poison 3}",199,1996,Disintigrate,MAG,5 SP,Two Enemies,Dark,4,,,,
Vanaah,1,"Reaping Strike
[ATK] Cost 4 SP
One Enemy : [Blade 5] [Curse 1]",200,2004,"Reaping Strike",ATK,4 SP,One Enemy,Blade,5,,,,
Vanaah,2,"Paladin Scythe
[ATK] Cost 3 SP
One Enemy : [Light 3]
Vanaah may swap with an ally in front. ",200,2005,"Paladin Scythe",ATK,3 SP,One Enemy,Light,3,,,,
Vanaah,3,"Judgment Drive
[MAG] Cost 5 SP
One Enemy : [Blade 4] [-3 EVA]
This Skill has +1 ACC.   ",200,2006,"Judgment Drive",MAG,5 SP,One Enemy,Blade,4,,,,
Vanaah,4,"Hand of Divinity
[MAG] Cost 4 SP
One Enemy : [Light 4]
Self : [Cure 0]   
This Skill has Scope. ",200,2007,"Hand of Divinity",MAG,4 SP,One Enemy,Light,4,,,,
Vanaah,5,"Death Walks
[ATK] Cost 6 SP 
One Enemy : [Blade 5] [Paralysis 2]",200,2008,"Death Walks",ATK,6 SP,One Enemy,Blade,5,,,,
Hu Tao,1,"Secret Spear of Wangsheng
[ATK] Cost 4 SP
One Enemy : [Pierce 5]
This Skill has +3 ACC.",201,2014,Secret Spear of Wangsheng,ATK,4 SP,One Enemy,Pierce,5,,,,
Hu Tao,2,"Guide to Afterlife
[SUP] Cost 6 HP
Self : [4 Paramita Papilio]",201,2015,Guide to Afterlife,SUP,6 HP,Self,,,,,,
Hu Tao,3,"Spirit Soother
[MAG] Cost 5 SP
All Enemies : [Spirit 1]
Self : Recover X HP.
This Skill has -1 ACC.
X = Targets hit",201,2016,Spirit Soother,MAG,5 SP,All Enemies,Spirit,1,,,,
Rift Scuttler,1,"Speed Shrine
[SUP] Cost 6 SP
All Allies : [+2 SPD]
All Enemies : [Reveal 2]   ",202,2024,"Speed Shrine",SUP,6 SP,All Allies,,,,,,
Rift Scuttler,2,"Dash
[SUP] Cost 4 SP
Self : [+2 EVA]
You may swap with an Ally.
If that Ally was in front, you may swap again.",202,2025,"Dash",SUP,4 SP,Self,,,,,,
Trundle,1,"Chomp
[ATK] Cost 2 SP
One Enemy : [Pierce 3] [Heavy 1]",203,2034,"Chomp",ATK,2 SP,One Enemy,Pierce,3,,,,
Trundle,2,"Frozen Domain
[SUP] Cost 3 SP
Self : [+3 ATK,SPD]  ",203,2035,"Frozen Domain",SUP,3 SP,Self,,,,,,
Trundle,3,"Pillar of Ice
[SUP] Cost 3 SP
One Enemy : [Weaken 1, Silence 1]  ",203,2036,"Pillar of Ice",SUP,3 SP,One Enemy,,,,,,
Trundle,4,"Subjugate
[SUP] Cost 6 SP
One Enemy : [Poison 3] [-1 DEF,RES]
Self : [Regenerate 3] [+1 DEF,RES]",203,2037,"Subjugate",SUP,6 SP,One Enemy,,,,,,
Xiao,1,"Whirlwind Thrust
[ATK] Cost 4 SP
All Enemies : [Pierce 3]
This Skill has -1 ACC.  ",204,2044,"Whirlwind Thrust",ATK,4 SP,All Enemies,Pierce,3,,,,
Xiao,2,"Lemniscatic Wind Cycling
[MAG] Cost 2 SP 
All Enemies : [Blade 0]
Self : Recover X SP.
X = Targets hit * 2 ",204,2045,"Lemniscatic Wind Cycling",MAG,2 SP,All Enemies,Blade,0,,,,
Xiao,3,"Bane of All Evil
[SUP] Cost 6 SP  
Self : [4 Yaksha's Mask]",204,2046,"Bane of All Evil",SUP,6 SP,Self,,,,,,
